id,text
C LAZY MOOSE R. V. PARK  LLC,C LAZY MOOSE R. V. PARK  LLC LLC AK 10961 RICHARDSON HWY SALCHA 99714  AK 10961 RICHARDSON HWY 10961 RICHARDSON HWY SALCHA 99714 10038076 N 
C ME SERVICES,"C ME SERVICES LLC"" LLC CO 1140 SO. DALE CT. DENVER  80219 CO 1140 SO. DALE CT. DENVER 80219 20051467076 N"
C MUSIC CORP.,C MUSIC CORP. CORPORATION NY 500 B WEST TERRACE STREET EAST SYRACUSE 13057  NY 500 B WEST TERRACE STREET EAST SYRACUSE 13057 149007 N 
C STEPHENS,"C STEPHENS INC."" CORPORATION OH     OH  DEFIANCE  393051 N"
C STREET PROPERTIES,"C STREET PROPERTIES INC."" CORPORATION WA 36 WESTVIEW DR HOQUIAM  98550 WA 36 WESTVIEW DR HOQUIAM 98550 602531189 N"
C SUITE CONSULTING L.L.C,C SUITE CONSULTING L.L.C LLC MO 1028 N KINGSHIGHWAY ST CAPE GIRARDEAU 63701      LC001696676  
C TANG SHRIMP CO.,C TANG SHRIMP CO. CORPORATION PA      5345 MONTGOMERY AVE PHILADELPHIA  2112709  
C THE DIFFERENCE INC.,C THE DIFFERENCE INC. CORPORATION PA C/O DONALD COURSON 1127 WARREN RD WEST CHESTER 19382  PA 1127 WARREN RD WEST CHESTER  2603170  
C YOU IN THE MAJOR LEAGUES,"C YOU IN THE MAJOR LEAGUES LLC"" LLC MO 2900 NE BROOKTREE LNSTE 100 GLADSTONE  64119     LC001638662 "
C. & C. CONTRACTING CO.,C. & C. CONTRACTING CO. CORPORATION PA      #836 BEAVER ST BRISTOL  2111108  
C. & R. SILK MANUFACTURERS,C. & R. SILK MANUFACTURERS CORPORATION PA         2112791  
C. C. C. DISCOUNT COMPANY,C. C. C. DISCOUNT COMPANY CORPORATION PA      506 MCKEAN AVE CHARLEROI  2109415  
C. COPPOLA,"C. COPPOLA INC."""" CORPORATION CT     CT 442 ROXBURY ROAD STAMFORD 6902 6960 N"
C. FRANKLIN PROPERTIES,"C. FRANKLIN PROPERTIES LLC"""" LLC CT     CT 539 PUDDING HILL ROAD HAMPTON 6247 1183212 N"
C.A.S.S. FOR YOUTH AND FAMILY FOUNDATION,C.A.S.S. FOR YOUTH AND FAMILY FOUNDATION NONPROFIT NY 26302 US. RT. 11 EVANS MILLS 13637      2702939 N 
C.I.G. CUSTOM BUILDERS L.L.C.,C.I.G. CUSTOM BUILDERS L.L.C. LLC FL 375 SW 66TH AVE MARGATE` 33068  FL 4621 NW 195TH ST OPA LOCKA 33055 L19000093059 N 
C.I.L. HOME IMPROVEMENT & RENTAL PROPERTY,"C.I.L. HOME IMPROVEMENT & RENTAL PROPERTY L.L.C."" CORPORATION OH       CINCINNATI  1542977 N"
C.R.D. ENTERPRISES,C.R.D. ENTERPRISES CORPORATION PA      136 S MAIN AVE SCRANTON  2110505  
CADES C. P. A. SCHOOL- CADES ACCOUNTING SCHOOL,CADES C. P. A. SCHOOL- CADES ACCOUNTING SCHOOL CORPORATION PA      12 S 12TH ST PHILADELPHIA  2113030  
CADILLAC & LASALLE CLUB,"CADILLAC & LASALLE CLUB SOUTH FLORIDA REGION INC."""" NONPROFIT FL 300 FIFTH AVENUE SOUTH SUITE 101-330  NAPLES 34102 FL 3200 NE 36TH ST APT 705 FORT LAUDERDALE 33308 N16000009601"
CADWALLADER ELECTRIC,CADWALLADER ELECTRIC CORPORATION PA     PA 161 PINE ST PALMYRA  2113075  
CAKELAND,CAKELAND CORPORATION PA      9 N SIXTH ST INDIANA  2113108  
"CALIOSHOMEIMPROVEMENTS LLC,CORPORATION,OH,,,,,,STEUBENVILLE,,4410371,N,,,,,,
CALL BRIAN SENIOR SERVICES","CALIOSHOMEIMPROVEMENTS LLC,CORPORATION,OH,,,,,,STEUBENVILLE,,4410371,N,,,,,,
CALL BRIAN SENIOR SERVICES LLC"" LLC NY 106 HAWTHORNE STREET PORT JEFFERSON  11777     5180027 N"
CALL REED LLC,CALL REED LLC LLC FL 209 NORTH SEACREST CIRCLE DELRAY BEACH 33444  FL 209 NORTH SEACREST CIRCLE DELRAY BEACH 33444 L19000297373 N 
CALL SCOTT,CALL SCOTT SOLE PROPRIETORSHIP WV           
CAMDEN TERRACE FARMS ASSOCIATION,CAMDEN TERRACE FARMS ASSOCIATION NONPROFIT OH     OH  COLUMBIA TWP  166931 N 
CAMPUS RESTAURANT,CAMPUS RESTAURANT CORPORATION PA      1641-1645 N BROAD ST PHILADELPHIA  2111431  
CAN DO STREET INC.,CAN DO STREET INC. CORPORATION NY 116 W 23RD ST SUITE 500 NEW YORK 10011      4634378 N 
CAN YOU PICTURE THAT ENTERPRISES,"CAN YOU PICTURE THAT ENTERPRISES INC."" CORPORATION GA 1460 E FAYETTEVILLE ROAD RIVERDALE, GA 30296 RIVERDALE  30296 GA P.O. BOX 150501 ATLANTA 30315 447656 N"
CAN'T TOPP THIS HOMEOWNERS ASSOCIATION,"CAN'T TOPP THIS HOMEOWNERS ASSOCIATION INC."" NONPROFIT FL 327 SOUTH COUNTY HIGWAY 393 SANTA ROSA BEACH  32459 FL 17614 ASHLEY DR PANAMA CITY BEACH 32413 N17000009604 N"
CAP ROCK REAL ESTATE SERVICES,"CAP ROCK REAL ESTATE SERVICES INC."""" CORPORATION FL 12650 WHITEHALL DR FORT MYERS  33907 FL 12650 WHITEHALL DR FORT MYERS 33907 P07000002218 N"
CAPE COD PARTNERS,"CAPE COD PARTNERS LLC""."" LLC CT     CT 11 MAHER AVENUE GREENWICH 6830 1149179 N"
CAPTURE YOUR ASSETS,CAPTURE YOUR ASSETS CORPORATION PA 701 FERNHILL AVENUE PITTSBURGH    701 FERNHILL AVENUE PITTSBURGH  4195379  
CAPTURED BY LISA,CAPTURED BY LISA SOLE PROPRIETORSHIP WV           
CAPVOY CAPTIVATING VOYAGES & DESIGNS LLC,CAPVOY CAPTIVATING VOYAGES & DESIGNS LLC CORPORATION OH       SPRINGFIELD  2261630 N 
CARABELLA AT YOUR SERVICE,CARABELLA AT YOUR SERVICE CORPORATION PA 109 CRABTREE CT VENETIA    109 CRABTREE COURT VENETIA  3981850  
CARMEN CARE SERVICE LLC ,CARMEN CARE SERVICE LLC  LLC FL 492 B ST CASSELBERRY 32707  FL 492 B ST CASSELBERRY 32707 L14000117775 N 
CARNATION CLEANING LIMITED LIABILITY COMPANY,CARNATION CLEANING LIMITED LIABILITY COMPANY CORPORATION OH       REYNOLDSBURG  4517507 N 
CARVER'S ELECTRIC,"CARVER'S ELECTRIC PLUMBING & HEATING INC."""" CORPORATION OH     OH  MARIETTA  301514"
CASA DE ADULT DAY CARE,CASA DE ADULT DAY CARE CORPORATION CO 12500 WEST 58TH AVENUE UNIT 103 ARVADA 80002  CO 12500 WEST 58TH AVE UNIT 103 ARVADA 80002 20051344076 N 
CAT SHALOM LLC,CAT SHALOM LLC LLC FL 3555 HENRIETTA PL SARASOTA 34234  FL 3555 HENRIETTA PL SARASOTA 34234 L19000277884 N 
CATATUMBO,"CATATUMBO LLC"" LLC FL 18385 NW 12 ST PEMBROKE PINES  33029 FL 18385 NW 12 ST PEMBROKE PINES 33029 L20000370657 N"
CATERING FOR THE SOUL - READINGS & FEEDINGS,"CATERING FOR THE SOUL - READINGS & FEEDINGS LLC"" LLC CO 7700 E ARAPAHOE RD STE 220 CENTENNIAL  80112 CO 1300 SOUTH YAMPA WAY AURORA 80017 20101397996 N"
CAUSE I CAN L.L.C.,CAUSE I CAN L.L.C. LLC FL 2001 PAR DR PANAMA CITY 32404  FL 2001 PAR DR PANAMA CITY 32404 L13000035174 N 
CBI CONSTRUCTION,"CBI CONSTRUCTION LLC"""" LLC MO 9622 SOUTH BROADWAY ST LOUIS  63125     LC0069175 "
CCP-FESTUS PROPERTIES,"CCP-FESTUS PROPERTIES L.L.C."""" LLC MO 455 MAPLE STREET P.O. BOX 740 HILLSBORO  63050     LC0747492 "
CEASE FIRE NATIONAL,CEASE FIRE NATIONAL CORPORATION PA     PA 6721 SOUDER ST PHILADELPHIA  2100670  
CECILIA MOLINI LANGUAGE SERVICES,CECILIA MOLINI LANGUAGE SERVICES CORPORATION IN 2110 BLOYD AVE INDIANAPOLIS 46218  IN 2110 BLOYD AVE INDIANAPOLIS 46218 2003021000497 N 
CENTURY 21 FRONTIER REALTY,CENTURY 21 FRONTIER REALTY CORPORATION PA     PA 2948 WASHINGTON RD MCMURRAY  904154  
CGI BILTMORE FUND I LP,"CGI BILTMORE FUND I LP PARTNERSHIP FL 9300 S. DADELAND BLVD., SUITE 600 MIAMI 33156  FL 801 BRICKELL AVENUE MIAMI 33131 B19000000167 N "
CHANGES COUNSELING AND MEDIATION LLC,CHANGES COUNSELING AND MEDIATION LLC LLC MO 1213 N W 5TH STREET TERRACE BLUE SPRINGS 64014      LC0609583  
CHANGES COUNSELING SERVICES LLC,CHANGES COUNSELING SERVICES LLC LLC FL 3705 SW 7TH AVE RD. OCALA 34471  FL 3705 SW 7TH AVE RD. OCALA 34471 L17000215640 N 
CHAPMAN'S,CHAPMAN'S CORPORATION IN 300 S. STATE RD. 446 BLOOMINGTON 47401  IN 4506 E THIRD ST BLOOMINGTON 47401 1990100766 N 
CHAZCODY  INC,CHAZCODY  INC CORPORATION FL 7447 VISCAYA CIRCLE MARGATE 33063  FL 7447 VISCAYA CIRCLE MARGATE 33063 P20000068674 N 
CHEERS BUTLER SERVICES,"CHEERS BUTLER SERVICES LLC"" LLC CT     CT 113 KNICKERBOCKER AVENUE 2 2 STAMFORD 6907 713419 N"
CHEFWERKS,"CHEFWERKS LLC"" "" LLC MT    59635     C250824 N"
CHEV'S WATER DANS,"CHEV'S WATER DANS INC."" CORPORATION OH     OH  CLEVELAND HTS  1716115 N"
CHIC YOUNG CHAPTER NO. 102,"CHIC YOUNG CHAPTER NO. 102 DISABLED AMERICAN VETERANS INC."" NONPROFIT OH     OH  NORWOOD  276039 N"
CHICK-INNSINC.,CHICK-INNSINC. CORPORATION OH     OH  DAYTON  355021 N 
CHIEF CUPCAKES LLC,CHIEF CUPCAKES LLC LLC FL 1225 SPRINGHEALTH COURT SAINT AUGUSTINE 32092  FL 1225 SPRINGHEALTH COURT SAINT AUGUSTINE 32092 L18000222529 N 
CHIEF IN LIVING COLOR PAINTING LLC,CHIEF IN LIVING COLOR PAINTING LLC LLC FL 410 INKWOOD LN TALLAHASSEE 32310  FL 410 INKWOOD LN TALLAHASSEE 32310 L18000192564 N 
CHIEF INSECT CONTROL INC.,CHIEF INSECT CONTROL INC. CORPORATION OH     OH  NORTH CANTON  1293550 N 
CHILD RESCUE,CHILD RESCUE NONPROFIT CO 1333 S QUAIL RUN RD WATKINS 80137  CO 1333 S QUAIL RUN RD WATKINS 80137 20021325214 N 
CHILDREN CREATIVE VISION CHILD CARE MINISTRY,"CHILDREN CREATIVE VISION CHILD CARE MINISTRY INC."" NONPROFIT IN 1327 TANEY STREET GARY  46404 IN 4001 DEODAR ST EAST CHICAGO 46312 2004080400027 N"
CHILDREN OF THE KINGDOM,CHILDREN OF THE KINGDOM NONPROFIT OH     OH  DAYTON  979039 N 
CHOCOLATE DELIGHTS CANDIES,CHOCOLATE DELIGHTS CANDIES DBA OH       CANAL WINCHESTER  4405406 N 
CHOICE CUTS,CHOICE CUTS SOLE PROPRIETORSHIP WV           
CHOICE NOT CHANCE DETERMINE OUR DESTINY,"CHOICE NOT CHANCE DETERMINE OUR DESTINY INC."" NONPROFIT NY 83 CRESCENT AVENUE STATEN ISLAND  10301     2661932 N"
CHOOSE LIFE WELLNESS CENTER,"CHOOSE LIFE WELLNESS CENTER LLC"" LLC FL 2560 E HWY 50 CLERMONT  34711 FL 2560 SR 50 UNIT 106 CLERMONT 34711 L11000060116 N"
CHOPS HAIR SALON LLC,CHOPS HAIR SALON LLC LLC NY 210 BALLOU ROAD PORTER CORNERS 12859      5724535 N 
CHRIST COMMUNITY CHURCH OF THE CHRISTIAN AND MISSIONARY ALLIANCE,"CHRIST COMMUNITY CHURCH OF THE CHRISTIAN AND MISSIONARY ALLIANCE INC."""" NONPROFIT FL 4050 COLONIAL BLVD FT. MEYERS  33966 FL 4050 COLONIAL BLVD FT. MEYERS 33966 706544 N"
CHRISTIAN COMMUNITY SERVICE,"CHRISTIAN COMMUNITY SERVICE INC."""" NONPROFIT CO 806 SILVER STREET LAKE CITY  81235 CO 429 GUNNISON AVE LAKE CITY 81235 20011213891 N"
CHURCH OF OUR LADY OF PERPETUAL HELP,"CHURCH OF OUR LADY OF PERPETUAL HELP WASHINGTON CONNECTICUT."" CORPORATION CT         64853"
CIELO RESTAURANT/LOUNGE LLC,CIELO RESTAURANT/LOUNGE LLC LLC FL 176 SW FERNLEAF TRAIL PORT SAINT LUCIE 34953  FL 8763 SOUTH FEDERAL HIGHWAY PORT SAINT LUCIE 34952 L21000046710 N 
CIRCLE OF HOPE COALITION,CIRCLE OF HOPE COALITION CORPORATION WA 8836 W GAGE BLVD STE 204A KENNEWICK 99336  WA 8832 W KLAMATH KENNEWICK 99336 602407410 N 
CIRCLE OF LIFE COACHING & CONSULTING,"CIRCLE OF LIFE COACHING & CONSULTING LLC"" LLC FL 2315 CABORN STREET ORLANDO  32839 FL 2315 CABORN STREET ORLANDO 32839 L17000067924 N"
CISZEK LLC,CISZEK LLC LLC CT     CT 53 BEL AIRE DR PLAINVILLE 6062 1051941 N 
CITY BLOCK INC. LTD,CITY BLOCK INC. LTD CORPORATION OH       LAKEWOOD  LL4801 N 
CITY ELECTRIC COMPANY,CITY ELECTRIC COMPANY CORPORATION PA     PA 714 FRANCIS AVENUE CONNELLSVILLE  880867  
CITY GATE CHURCH-HILLSBORO,CITY GATE CHURCH-HILLSBORO NONPROFIT OR     OR CITY GATE CHURCH-HILLSBORO 765 NE DARNIELLE DR HILLSBORO 97124 3912615 N 
CLARION COUNTY PRISON MINISTRY,"CLARION COUNTY PRISON MINISTRY INC."""" NONPROFIT PA         884898 "
CLARK'S M & M CAFE,CLARK'S M & M CAFE CORPORATION IN 5645 N 450 E LEESBURG 46538  IN 2407 N RAINBOW DR WARSAW 46580 194152-032 N 
CLASS A TRANSPORT,"CLASS A TRANSPORT INC."" CORPORATION NY 70 S BAYLES AVENUE PORT WASHINGTON  11050 NY 70 SOUTH BAYLES AVE PORT WASHINGTON 11050 2894816 N"
CLASS ACTS,CLASS ACTS CORPORATION PA 412 SPRINGWOOD DR VERONA    412 SPRINGWOOD DR VERONA  7292825  
CLASSIC COOKIE.COM,"CLASSIC COOKIE.COM INC."" CORPORATION FL 29 SAINT THOMAS CT MIRAMAR BEACH  32550 TN 1830 JACK DELOZIER DR. SEVIERVILLE 37876 P00000013925 N"
CLASSIC TOOL,"CLASSIC TOOL INC."""" CORPORATION OH     OH  TWINSBURG  823098 N"
CLEAN 4 SURE LLC,CLEAN 4 SURE LLC LLC FL 1638 WACKER AVE. SE PALM BAY 32909  FL 1638 WACKER AVE. SE PALM BAY 32909 L20000366441 N 
CLEAN CUT LAWN CARE LLC,CLEAN CUT LAWN CARE LLC LLC IN 515 W HIGHLAND AVE MARION 46952  IN 515 W HIGHLAND AVE MARION 46952 202003041378334 N 
CLEANING BY ANGEL,"CLEANING BY ANGEL LLC"",LLC,FL,4006 78TH DRIVE EAST,SARASOTA,34243,FL,4006 78TH DRIVE EAST,SARASOTA,34243,L20000054675,N,,,,,,
CLEANING DIVA"" LLC CORPORATION OH       NEW PHILADELPHIA  2231969 N"
CLEARVIEW CAPITAL,"CLEARVIEW CAPITAL INC."""" CORPORATION FL 6522 GUNN HIGHWAY TAMPA  33625 FL 6522 GUNN HIGHWAY TAMPA 33625 P17000035207 N"
CLEARVUE BOX,CLEARVUE BOX CORPORATION IN 237 W HARVEST LANE CRAWFORDSVILLE 47933  IN 10099 S. US HWY 231 LADOGA 47954 1991110505 N 
CLEV LIVE WIRE CORPORATION,CLEV LIVE WIRE CORPORATION CORPORATION OH     OH  BEDFORD HEIGHTS  4004663 N 
CLIFTON CHATTER,CLIFTON CHATTER DBA OH       CANAL FULTON  2102754 N 
CLINT'S L.L.C.,CLINT'S L.L.C. LLC CO 130 SKI HILL ROAD SUITE 240 BRECKENRIDGE 80424  CO 131 S. MAIN ST. BRECKENRIDGE 80424 20011133111 N 
CLINTON MINI MART,CLINTON MINI MART CORPORATION IN 453 S MAIN ST CLINTON 47842  IN 1555 FT HARRISION ROAD TERREHAUTE 47804 2011042500646 N 
COASTAL  COMPLETE REMODELING,"COASTAL  COMPLETE REMODELING LLC"",LLC,FL,21131 S LAKEVIEW DR,PANAMA CITY BEACH,32413,FL,21131 S LAKEVIEW DR,PANAMA CITY BEACH,32413,L18000228117,N,,,,,,
CODE:SMILE"" NONPROFIT MO 120 S. CENTRAL AVENUE SUITE 700 ST. LOUIS  63105     N00999980 "
COLLEY SHROYER & ABRAHAM CO.,"COLLEY SHROYER & ABRAHAM CO. L.P.A."""" CORPORATION OH     OH  COLUMBUS  566654 N"
COLLINHOOD,COLLINHOOD DBA OH       WHITEHOUSE  1700698 N 
COLOR ME TAN,COLOR ME TAN CORPORATION PA 2159 WHITE ST SUITE 17 YORK   PA DELCO PLAZA 1201 DELCO PLAZA YORK  877312  
COLORADO PROPERTIES,COLORADO PROPERTIES CORPORATION CO PO BOX 271684 LITTLETON 80127  CO 6448 S ALKIRE ST LITTLETON 80127 20061277288 N 
COME AS YOU ARE MISSIONARY BAPTIST CHURCH,"COME AS YOU ARE MISSIONARY BAPTIST CHURCH INC."" NONPROFIT IN 7910 S ANTHONY BLVD FORT WAYNE  46816 IN 7910 S ANTHONY BOULEVARD FT WAYNE 46816 1991040529 N"
COMMUNITY STORAGE AND PROPERTIES,"COMMUNITY STORAGE AND PROPERTIES LTD."""" CORPORATION OH       MARBLEHEAD  1186302 N"
COMPOSITIONS FOR A DREAM,"COMPOSITIONS FOR A DREAM LLC"" CORPORATION OH       GARFIELD HEIGHTS  1603678 N"
COMPX VENTURES,"COMPX VENTURES INC"" CORPORATION FL 17888 67TH COURT NORTH LOXAHATCHEE  33470 FL 411 WALNUT STREET UNIT PMB 15807 GREEN COVE SPRINGS 32043 P20000018435 N"
CONFIDENTIAL LLC,CONFIDENTIAL LLC LLC FL 6310 N. NEBRASKA AVE TAMPA 33604  FL 6310 N. NEBRASKA AVE TAMPA 33604 L14000131450 N 
CONFIRMATUS L.L.C.,CONFIRMATUS L.L.C. LLC FL 10239 ADDISON WAY SEMINOLE 33772  FL 10239 ADDISON WAY SEMINOLE 33772 L19000251303 N 
CONNERSVILLE JAYCEES OF CONNERSVILLE INDIANA,"CONNERSVILLE JAYCEES OF CONNERSVILLE INDIANA INC."" NONPROFIT IN 722 GRAND AVE CONNERSVILLE  47331 IN 722 N GRAND CONNERSVILLE 47331 197112-283 N"
CONSTELLATION ENERGY CONTROL AND DISPATCH,"CONSTELLATION ENERGY CONTROL AND DISPATCH LLC"""" LLC DA       DAYTON  1481277 N"
CONSTELLATION ENERGY CONTROL AND DISPATCH,"CONSTELLATION ENERGY CONTROL AND DISPATCH LLC"""" LLC MO 12747 OLIVE BOULEVARD #300 ST. LOUIS  63141     FL0055046 "
COOKEAZE CORP,COOKEAZE CORP CORPORATION NY 1887 MAIN STREET STORE #4 MOHEGAN LAKE 10547      4648420 N 
COOL BUS FLEET L.L.C.,COOL BUS FLEET L.L.C. CORPORATION OH       MAPLE HEIGHTS  2257578 N 
COOPER'S STEEL FABRICATORS,"COOPER'S STEEL FABRICATORS INC."""" CORPORATION ND         127519 "
CORE PILATES,"CORE PILATES LLC"""" CORPORATION OH       PIKETON  1628413 N"
CORPORACION ESCO L.L.C.,CORPORACION ESCO L.L.C. LLC FL 3411 SW 24 TERRACE MIAMI 33145  FL 3411 SW 24 TERRACE # 2 MIAMI 33145 L18000278923 N 
CORPORATE ANOINTING MINISTRIES,CORPORATE ANOINTING MINISTRIES NONPROFIT OH     OH  FREMONT  1142881 N 
COUNTRY CLUB,"COUNTRY CLUB INC."" NONPROFIT NY P.O. BOX 512 DOWNSVILLE  13755     2973351 N"
COVER ME CHAIR COVERS AND DECOR,COVER ME CHAIR COVERS AND DECOR DBA OH       SUNBURY  4294510 N 
COVER ME CHAIR COVERS AND DECOR,"COVER ME CHAIR COVERS AND DECOR LLC"" CORPORATION OH       COLUMBUS  4294528 N"
COYOTE MEXICAN RESTAURANT L.L.C.,COYOTE MEXICAN RESTAURANT L.L.C. CORPORATION OH       MAPLE HEIGHTS  1885043 N 
COZY COFFEE CAFE SIESTA LLC,COZY COFFEE CAFE SIESTA LLC LLC FL 313 LOOKOUT POINT DR OSPREY 34229  FL 153 AVENIDA MESSINA SARASOTA 34242 L09000106137 N 
"COZZOLINO AEROSPORTS II LLC,LLC,IN,10425 COMMERCE DRIVE","COZZOLINO AEROSPORTS II LLC,LLC,IN,10425 COMMERCE DRIVE SUITE 110"" CARMEL 46032 IN 4444 DECATUR BLVD STE 600  INDIANAPOLIS 46241 2011091300468 N   "
CRANE CREEK INN,"CRANE CREEK INN LLC"" LLC FL 160 SKYLARK AVE MERRITT ISLAND  32953 FL 160 SKYLARK AVE MERRITT ISLAND 32953 L19000030342 N"
CROWDING OUT: A NEW PATH TO HEALTH AND WELLNESS,CROWDING OUT: A NEW PATH TO HEALTH AND WELLNESS DBA OH       CLAYTON  2190131 N 
CROWDSTREET E-COMMERCE PROPERTY FUNDI,"CROWDSTREET E-COMMERCE PROPERTY FUNDI LLC- SERIES I A SERIES OF CROWDSTREET E-COMMERCE PROPERTY FUNDI LLC"" LLC DE     OR 621 SW MORRISON ST STE 400 PORTLAND 97205"
CRUISIN ON THE RIVERFRONT,CRUISIN ON THE RIVERFRONT DBA OH       CLEVELAND  RN195573 N 
CRUNCH TIME URBAN WEAR LLC,CRUNCH TIME URBAN WEAR LLC LLC FL 3635 NANTUCKET ISLAND DR PORT ORANGE 32129  FL 147 S NOVA ROAD DAYTONA BEACH 32114 L20000148068 N 
CUNE COMUNIDAD UNIDA NICARAGUENSE EN EL EXTRANJERO INC.,"CUNE COMUNIDAD UNIDA NICARAGUENSE EN EL EXTRANJERO INC. NONPROFIT NY 22-06 VALENTINE AVE., SUITE E7 BRONX 10457      1682191 N "
CURE MOMMY'S BREAST CANCER,CURE MOMMY'S BREAST CANCER NONPROFIT NY 154 EAST ZORANNE DRIVE FARMINGDALE 11735      2530913 N 
CURTIS ROTH FARMS,"CURTIS ROTH FARMS LLC"""" LLC MO 527 EAST MAIN ST. BOONVILLE  65233     LC0051077 "
CUSTOM HOUSE GENERAL CONSTRUCTION,"CUSTOM HOUSE GENERAL CONSTRUCTION CORPORATION PA 3401 OXFORD VALLEY RD LEVITTOWN    3401 OXFORD VALLEY ROAD, APT F4 LEVITTOWN  3993092  "
CUSTOM718 LLC,CUSTOM718 LLC LLC NY 795 OCEAN AVENUE BROOKLYN 11226      5315982 N 
CUTZ AND STYLEZ CREATION LLC,CUTZ AND STYLEZ CREATION LLC LLC FL 3047 WESTYN COVE LN. OCOEE 34761  FL 903 PLYMOUTH AVE ORLANDO 32805 L21000054906 N 
D AMAZING BEAUTY LLC,D AMAZING BEAUTY LLC LLC FL 3215 SW 52ND AVE HOLLYWOOD 33023  FL 3215 SW 52ND AVE 89 HOLLYWOOD 33023 L20000122051 N 
D AND J HOME INSPECTIONS,D AND J HOME INSPECTIONS CORPORATION PA     PA 37 MAIN ST BEACH HAVEN  2745679  
D ARTS INTERNATIONALE,"D ARTS INTERNATIONALE INC."" CORPORATION OH     OH  EUCLID  1171966 N"
D BEST INC.,D BEST INC. CORPORATION NY 52 MAPLEWOOD BLVD. SUFFERN 10901  NY 52 MAPLEWOOD BOULEVARD SUFFERN 10901 1428075 N 
D COMPANY BUFFALO CITY GUARD,D COMPANY BUFFALO CITY GUARD NONPROFIT NY 8130 CENTRE LANE EAST AMHERST 14051      5376101 N 
D CRACKED EGG LLC,D CRACKED EGG LLC LLC MS      206 TROY STREET   1184682 N 
D DISTRIBUTORS,"D DISTRIBUTORS INC."" CORPORATION PA 128 22ND AVE ALTOONA  16601  128 22ND AVE ALTOONA  2735299 "
D ELECTRICIAN TECHNICAL SERVICES INC.,D ELECTRICIAN TECHNICAL SERVICES INC. CORPORATION FL 4064 NE 8TH AVENUE OAKLAND PARK 33334  FL 4064 NE 8TH AVENUE OAKLAND PARK 33334 P01000078627 N 
D ELEGANT UNISEX CORP,D ELEGANT UNISEX CORP CORPORATION FL 3321 NW 17 AVE MIAMI 33142  FL 3321 NW 17 AVE MIAMI 33142 P15000071684 N 
D ICE COMPANY INC.,D ICE COMPANY INC. CORPORATION NY 915 KNICKERBOCKER AVENUE BROOKLYN 11227  NY 915 KNICKERBOCKER AVENUE BROOKLYN 11227 1655636 N 
D MAINTENANCE MAN L.L.C.,D MAINTENANCE MAN L.L.C. LLC FL 5575 S. SEMORAN BLVD ORLANDO 32822  FL 2056 HEMINGWAY AVENUE HAINES CITY 33844 L18000205687 N 
D ORIGINAL A&A RESTAURANT LLC,D ORIGINAL A&A RESTAURANT LLC LLC NY 120-09 LIBERTY AVE. QUEENS 11419      3325418 N 
D PURCHASE AND SALE,"D PURCHASE AND SALE INC."" CORPORATION FL 16441 N.W. 24TH STREET PEMBROKE PINES  33028 FL 16441 N.W. 24TH STREET PEMBROKE PINES 33028 P00000012602 N"
D STREET TOWNHOMES OWNERS' ASSOCIATION,"D STREET TOWNHOMES OWNERS' ASSOCIATION INC."" NONPROFIT FL 25 WEST GOVERNMENT STREET PENSACOLA  32502 FL 2101 BARRANCAS AVENUE PENSACOLA 32502 N06000010266 N"
D TAILS CATERING,D TAILS CATERING CORPORATION PA 309 PHILLIPS DR PITTSBURGH    309 PHILLIPS DR PITTSBURGH  3991604  
D TILE AND FLOORING,"D TILE AND FLOORING LLC"" LLC WA 15624 20TH AVE SW BURIEN  98166 WA 15624 20TH AVE SW BURIEN 98166 604282303 N"
D YARD (INTERNATIONAL) INC.,"D YARD (INTERNATIONAL) INC. NONPROFIT NY 50 EAST 19 STREET, E1 BROOKLYN 11226      3578773 N "
D'MORFFI FAMILY SERVICES,"D'MORFFI FAMILY SERVICES L.L.C"""" LLC FL 12777 WEST FOREST HILL BLVD. WELLINGTON  33414 FL 12777 WEST FOREST HILL BLVD. SUITE 1501 WELLINGTON 33414 L18000239690 N"
D-PATRICK FORD LINCOLN,"D-PATRICK FORD LINCOLN CORPORATION IN 200 N. GREEN RIVER RD. EVANSVILLE 47716  IN 200 N GREEN RIVER ROAD, P.O. BOX 5186 EVANSVILLE 47716 198207-764 N "
D-PATRICK HYUNDAI,"D-PATRICK HYUNDAI CORPORATION IN 200 N. GREEN RIVER RD. EVANSVILLE 47716  IN 200 N GREEN RIVER ROAD, P.O. BOX 5186 EVANSVILLE 47716 198207-764 N "
"DABS'' L.L.C,LLC,MO,8954 WHITSTONE CT ,ST LOUIS,63136,,,,,LC1806261,,,,,,,
DADDY-O'S DISCOUNT STEREO","DABS'' L.L.C,LLC,MO,8954 WHITSTONE CT ,ST LOUIS,63136,,,,,LC1806261,,,,,,,
DADDY-O'S DISCOUNT STEREO INC."" CORPORATION FL 10343 ATLANTIC BLVD. JACKSONVILLE  32225 FL 10343 ATLANTIC BLVD. JACKSONVILLE 32225 P96000021413 N"
DAM THAT'S GOOD CAKE LLC,DAM THAT'S GOOD CAKE LLC LLC NY 81 JERSEY STREET #5J STATEN ISLAND 10301      5185615 N 
DANCE 2 FIT,"DANCE 2 FIT LLC"" LLC FL 1149 CAMBOURNE DRIVE KISSIMMEE FLORIDA  34758 FL 1149 CAMBOURNE DRIVE KISSIMMEE FLORIDA 34758 L20000021835 N"
DANCE PRODUCTIONS L.L.C.,DANCE PRODUCTIONS L.L.C. LLC CT     CT 24 RED BLUFF RD EAST HAVEN 6513 788711 N 
